date,market,commodity,price
2008-11-15,Kostanay,Potatoes,79.0
2008-11-15,Kostanay,Wheat flour (first grade),68.0
2008-11-15,Kostanay,Meat (beef),500.0
2008-11-15,Kostanay,Oil (sunflower),300.0
2008-11-15,Aktau,Potatoes,97.0
2008-11-15,Aktau,Wheat flour (first grade),103.0
2008-11-15,Aktau,Meat (beef),696.0
2008-11-15,Aktau,Oil (sunflower),391.0
2008-12-15,Nur-Sultan,Potatoes,91.0
2008-12-15,Nur-Sultan,Wheat flour (first grade),123.0
2008-12-15,Nur-Sultan,Meat (beef),742.0
2008-12-15,Nur-Sultan,Milk,90.0
2008-12-15,Nur-Sultan,Oil (sunflower),366.0
2008-12-15,Almaty,Potatoes,73.0
2008-12-15,Almaty,Wheat flour (first grade),113.0
2008-12-15,Almaty,Meat (beef),761.0
2008-12-15,Almaty,Milk,141.0
2008-12-15,Almaty,Oil (sunflower),305.0
2008-12-15,Kostanay,Potatoes,79.0
2008-12-15,Kostanay,Meat (beef),495.0
2008-12-15,Kostanay,Oil (sunflower),286.0
2008-12-15,Aktau,Potatoes,97.0
2008-12-15,Aktau,Wheat flour (first grade),103.0
2008-12-15,Aktau,Meat (beef),696.0
2008-12-15,Aktau,Oil (sunflower),382.0
2009-01-15,Nur-Sultan,Potatoes,91.0
2009-01-15,Nur-Sultan,Meat (beef),742.0
2009-01-15,Nur-Sultan,Milk,90.0
2009-01-15,Nur-Sultan,Oil (sunflower),341.0
2009-01-15,Almaty,Potatoes,81.0
2009-01-15,Almaty,Wheat flour (first grade),112.0
2009-01-15,Almaty,Meat (beef),761.0
2009-01-15,Almaty,Milk,141.0
2009-01-15,Almaty,Oil (sunflower),247.0
2009-01-15,Kostanay,Potatoes,76.0
2009-01-15,Kostanay,Meat (beef),495.0
2009-01-15,Kostanay,Milk,95.0
2009-01-15,Aktau,Potatoes,98.0
2009-01-15,Aktau,Wheat flour (first grade),103.0
2009-01-15,Aktau,Meat (beef),696.0
2009-01-15,Aktau,Oil (sunflower),365.0
2009-02-15,Nur-Sultan,Potatoes,91.0
2009-02-15,Nur-Sultan,Meat (beef),742.0
2009-02-15,Nur-Sultan,Milk,90.0
2009-02-15,Nur-Sultan,Oil (sunflower),337.0
2009-02-15,Almaty,Potatoes,88.0
2009-02-15,Almaty,Wheat flour (first grade),112.0
2009-02-15,Almaty,Meat (beef),763.0
2009-02-15,Almaty,Milk,141.0
2009-02-15,Almaty,Oil (sunflower),242.0
2009-02-15,Kostanay,Potatoes,73.0
2009-02-15,Kostanay,Wheat flour (first grade),65.0
2009-02-15,Kostanay,Meat (beef),505.0
2009-02-15,Kostanay,Milk,95.0
2009-02-15,Aktau,Potatoes,98.0
2009-02-15,Aktau,Wheat flour (first grade),103.0
2009-02-15,Aktau,Meat (beef),712.0
2009-02-15,Aktau,Oil (sunflower),358.0
2009-03-15,Nur-Sultan,Potatoes,103.0
2009-03-15,Nur-Sultan,Meat (beef),742.0
2009-03-15,Nur-Sultan,Milk,90.0
2009-03-15,Nur-Sultan,Oil (sunflower),294.0
2009-03-15,Almaty,Potatoes,89.0
2009-03-15,Almaty,Wheat flour (first grade),110.0
2009-03-15,Almaty,Meat (beef),751.0
2009-03-15,Almaty,Milk,143.0
2009-03-15,Almaty,Oil (sunflower),222.0
2009-03-15,Kostanay,Potatoes,73.0
2009-03-15,Kostanay,Meat (beef),527.0
2009-03-15,Kostanay,Milk,90.0
2009-03-15,Aktau,Potatoes,95.0
2009-03-15,Aktau,Wheat flour (first grade),103.0
2009-03-15,Aktau,Meat (beef),712.0
2009-03-15,Aktau,Oil (sunflower),358.0
2009-04-15,Nur-Sultan,Potatoes,110.0
2009-04-15,Nur-Sultan,Meat (beef),742.0
2009-04-15,Nur-Sultan,Milk,95.0
2009-04-15,Nur-Sultan,Oil (sunflower),280.0
2009-04-15,Almaty,Potatoes,91.0
2009-04-15,Almaty,Wheat flour (first grade),107.0
2009-04-15,Almaty,Meat (beef),758.0
2009-04-15,Almaty,Milk,143.0
2009-04-15,Almaty,Oil (sunflower),217.0
2009-04-15,Kostanay,Potatoes,73.0
2009-04-15,Kostanay,Meat (beef),527.0
2009-04-15,Aktau,Potatoes,95.0
2009-04-15,Aktau,Wheat flour (first grade),103.0
2009-04-15,Aktau,Meat (beef),712.0
2009-05-15,Nur-Sultan,Potatoes,110.0
2009-05-15,Nur-Sultan,Wheat flour (first grade),123.0
2009-05-15,Nur-Sultan,Meat (beef),759.0
2009-05-15,Nur-Sultan,Milk,95.0
2009-05-15,Nur-Sultan,Oil (sunflower),280.0
2009-05-15,Almaty,Potatoes,97.0
2009-05-15,Almaty,Wheat flour (first grade),107.0
2009-05-15,Almaty,Meat (beef),758.0
2009-05-15,Almaty,Milk,143.0
2009-05-15,Kostanay,Potatoes,75.0
2009-05-15,Kostanay,Meat (beef),540.0
2009-05-15,Kostanay,Milk,80.0
2009-05-15,Kostanay,Oil (sunflower),190.0
2009-05-15,Aktau,Potatoes,96.0
2009-05-15,Aktau,Meat (beef),712.0
2009-06-15,Nur-Sultan,Potatoes,98.0
2009-06-15,Nur-Sultan,Wheat flour (first grade),124.0
2009-06-15,Nur-Sultan,Meat (beef),759.0
2009-06-15,Nur-Sultan,Milk,90.0
2009-06-15,Nur-Sultan,Oil (sunflower),249.0
2009-06-15,Almaty,Potatoes,111.0
2009-06-15,Almaty,Wheat flour (first grade),106.0
2009-06-15,Almaty,Meat (beef),779.0
2009-06-15,Almaty,Milk,143.0
2009-06-15,Kostanay,Potatoes,78.0
2009-06-15,Kostanay,Meat (beef),540.0
2009-06-15,Kostanay,Milk,80.0
2009-06-15,Kostanay,Oil (sunflower),190.0
2009-06-15,Aktau,Potatoes,113.0
2009-06-15,Aktau,Wheat flour (first grade),99.0
2009-06-15,Aktau,Meat (beef),722.0
2009-07-15,Nur-Sultan,Potatoes,84.0
2009-07-15,Nur-Sultan,Meat (beef),759.0
2009-07-15,Nur-Sultan,Milk,90.0
2009-07-15,Almaty,Potatoes,93.0
2009-07-15,Almaty,Meat (beef),786.0
2009-07-15,Almaty,Milk,130.0
2009-07-15,Almaty,Oil (sunflower),213.0
2009-07-15,Kostanay,Potatoes,80.0
2009-07-15,Kostanay,Wheat flour (first grade),60.0
2009-07-15,Kostanay,Meat (beef),540.0
2009-07-15,Kostanay,Milk,80.0
2009-07-15,Kostanay,Oil (sunflower),190.0
2009-07-15,Aktau,Potatoes,121.0
2009-07-15,Aktau,Meat (beef),722.0
2009-07-15,Aktau,Oil (sunflower),304.0
2009-08-15,Nur-Sultan,Potatoes,74.0
2009-08-15,Nur-Sultan,Meat (beef),759.0
2009-08-15,Nur-Sultan,Milk,90.0
2009-08-15,Nur-Sultan,Oil (sunflower),249.0
2009-08-15,Almaty,Potatoes,74.0
2009-08-15,Almaty,Meat (beef),786.0
2009-08-15,Almaty,Milk,128.0
2009-08-15,Almaty,Oil (sunflower),218.0
2009-08-15,Kostanay,Potatoes,80.0
2009-08-15,Kostanay,Wheat flour (first grade),60.0
2009-08-15,Kostanay,Meat (beef),540.0
2009-08-15,Kostanay,Milk,80.0
2009-08-15,Kostanay,Oil (sunflower),195.0
2009-08-15,Aktau,Potatoes,114.0
2009-08-15,Aktau,Meat (beef),715.0
2009-08-15,Aktau,Oil (sunflower),304.0
2009-09-15,Nur-Sultan,Potatoes,67.0
2009-09-15,Nur-Sultan,Wheat flour (first grade),125.0
2009-09-15,Nur-Sultan,Meat (beef),759.0
2009-09-15,Nur-Sultan,Milk,90.0
2009-09-15,Nur-Sultan,Oil (sunflower),249.0
2009-09-15,Almaty,Potatoes,73.0
2009-09-15,Almaty,Meat (beef),786.0
2009-09-15,Almaty,Milk,128.0
2009-09-15,Almaty,Oil (sunflower),218.0
2009-09-15,Kostanay,Potatoes,65.0
2009-09-15,Kostanay,Meat (beef),540.0
2009-09-15,Kostanay,Milk,80.0
2009-09-15,Kostanay,Oil (sunflower),197.0
2009-09-15,Aktau,Potatoes,109.0
2009-09-15,Aktau,Meat (beef),715.0
2009-09-15,Aktau,Oil (sunflower),304.0
2009-10-15,Nur-Sultan,Potatoes,67.0
2009-10-15,Nur-Sultan,Meat (beef),759.0
2009-10-15,Nur-Sultan,Milk,95.0
2009-10-15,Nur-Sultan,Oil (sunflower),249.0
2009-10-15,Almaty,Potatoes,65.0
2009-10-15,Almaty,Meat (beef),786.0
2009-10-15,Almaty,Milk,128.0
2009-10-15,Almaty,Oil (sunflower),218.0
2009-10-15,Kostanay,Potatoes,60.0
2009-10-15,Kostanay,Wheat flour (first grade),58.0
2009-10-15,Kostanay,Meat (beef),540.0
2009-10-15,Kostanay,Milk,83.0
2009-10-15,Kostanay,Oil (sunflower),230.0
2009-10-15,Aktau,Potatoes,85.0
2009-10-15,Aktau,Meat (beef),715.0
2009-11-15,Nur-Sultan,Potatoes,64.0
2009-11-15,Nur-Sultan,Meat (beef),759.0
2009-11-15,Nur-Sultan,Milk,95.0
2009-11-15,Nur-Sultan,Oil (sunflower),249.0
2009-11-15,Almaty,Potatoes,62.0
2009-11-15,Almaty,Meat (beef),786.0
2009-11-15,Almaty,Milk,130.0
2009-11-15,Kostanay,Potatoes,50.0
2009-11-15,Kostanay,Wheat flour (first grade),55.0
2009-11-15,Kostanay,Meat (beef),550.0
2009-11-15,Kostanay,Milk,86.0
2009-11-15,Kostanay,Oil (sunflower),230.0
2009-11-15,Aktau,Potatoes,82.0
2009-11-15,Aktau,Wheat flour (first grade),99.0
2009-11-15,Aktau,Meat (beef),715.0
2009-12-15,Nur-Sultan,Potatoes,64.0
2009-12-15,Nur-Sultan,Meat (beef),753.0
2009-12-15,Nur-Sultan,Milk,100.0
2009-12-15,Almaty,Potatoes,62.0
2009-12-15,Almaty,Wheat flour (first grade),95.0
2009-12-15,Almaty,Meat (beef),786.0
2009-12-15,Almaty,Milk,136.0
2009-12-15,Almaty,Oil (sunflower),229.0
2009-12-15,Kostanay,Potatoes,48.0
2009-12-15,Kostanay,Wheat flour (first grade),52.0
2009-12-15,Kostanay,Meat (beef),560.0
2009-12-15,Kostanay,Milk,90.0
2009-12-15,Kostanay,Oil (sunflower),230.0
2009-12-15,Aktau,Potatoes,77.0
2009-12-15,Aktau,Wheat flour (first grade),99.0
2009-12-15,Aktau,Meat (beef),715.0
2009-12-15,Aktau,Oil (sunflower),313.0
2010-01-15,Nur-Sultan,Potatoes,64.0
2010-01-15,Nur-Sultan,Meat (beef),753.0
2010-01-15,Nur-Sultan,Milk,100.0
2010-01-15,Nur-Sultan,Oil (sunflower),249.0
2010-01-15,Almaty,Potatoes,65.0
2010-01-15,Almaty,Wheat flour (first grade),93.0
2010-01-15,Almaty,Meat (beef),793.0
2010-01-15,Almaty,Milk,143.0
2010-01-15,Almaty,Oil (sunflower),229.0
2010-01-15,Kostanay,Potatoes,50.0
2010-01-15,Kostanay,Meat (beef),560.0
2010-01-15,Kostanay,Milk,100.0
2010-01-15,Aktau,Potatoes,79.0
2010-01-15,Aktau,Wheat flour (first grade),95.0
2010-01-15,Aktau,Meat (beef),745.0
2010-01-15,Aktau,Oil (sunflower),313.0
2010-02-15,Nur-Sultan,Potatoes,66.0
2010-02-15,Nur-Sultan,Meat (beef),778.0
2010-02-15,Nur-Sultan,Milk,105.0
2010-02-15,Nur-Sultan,Oil (sunflower),249.0
2010-02-15,Almaty,Potatoes,72.0
2010-02-15,Almaty,Wheat flour (first grade),92.0
2010-02-15,Almaty,Meat (beef),807.0
2010-02-15,Almaty,Milk,153.0
2010-02-15,Almaty,Oil (sunflower),229.0
2010-02-15,Kostanay,Potatoes,50.0
2010-02-15,Kostanay,Wheat flour (first grade),50.0
2010-02-15,Kostanay,Meat (beef),585.0
2010-02-15,Kostanay,Milk,100.0
2010-02-15,Aktau,Potatoes,91.0
2010-02-15,Aktau,Wheat flour (first grade),95.0
2010-02-15,Aktau,Meat (beef),766.0
2010-03-15,Nur-Sultan,Potatoes,73.0
2010-03-15,Nur-Sultan,Meat (beef),800.0
2010-03-15,Nur-Sultan,Milk,105.0
2010-03-15,Nur-Sultan,Oil (sunflower),249.0
2010-03-15,Almaty,Potatoes,76.0
2010-03-15,Almaty,Wheat flour (first grade),88.0
2010-03-15,Almaty,Meat (beef),824.0
2010-03-15,Almaty,Milk,153.0
2010-03-15,Almaty,Oil (sunflower),229.0
2010-03-15,Kostanay,Potatoes,56.0
2010-03-15,Kostanay,Meat (beef),600.0
2010-03-15,Kostanay,Milk,100.0
2010-03-15,Aktau,Potatoes,98.0
2010-03-15,Aktau,Wheat flour (first grade),95.0
2010-03-15,Aktau,Meat (beef),787.0
2010-03-15,Aktau,Oil (sunflower),314.0
2010-04-15,Nur-Sultan,Potatoes,78.0
2010-04-15,Nur-Sultan,Meat (beef),831.0
2010-04-15,Nur-Sultan,Milk,105.0
2010-04-15,Nur-Sultan,Oil (sunflower),249.0
2010-04-15,Almaty,Potatoes,76.0
2010-04-15,Almaty,Wheat flour (first grade),85.0
2010-04-15,Almaty,Meat (beef),824.0
2010-04-15,Almaty,Milk,144.0
2010-04-15,Almaty,Oil (sunflower),229.0
2010-04-15,Kostanay,Potatoes,58.0
2010-04-15,Kostanay,Wheat flour (first grade),50.0
2010-04-15,Kostanay,Meat (beef),620.0
2010-04-15,Kostanay,Milk,90.0
2010-04-15,Kostanay,Oil (sunflower),230.0
2010-04-15,Aktau,Potatoes,102.0
2010-04-15,Aktau,Wheat flour (first grade),95.0
2010-04-15,Aktau,Meat (beef),808.0
2010-05-15,Nur-Sultan,Potatoes,84.0
2010-05-15,Nur-Sultan,Meat (beef),850.0
2010-05-15,Nur-Sultan,Milk,105.0
2010-05-15,Nur-Sultan,Oil (sunflower),249.0
2010-05-15,Almaty,Potatoes,78.0
2010-05-15,Almaty,Wheat flour (first grade),85.0
2010-05-15,Almaty,Meat (beef),840.0
2010-05-15,Almaty,Milk,139.0
2010-05-15,Kostanay,Potatoes,58.0
2010-05-15,Kostanay,Meat (beef),620.0
2010-05-15,Kostanay,Milk,85.0
2010-05-15,Kostanay,Oil (sunflower),230.0
2010-05-15,Aktau,Potatoes,104.0
2010-05-15,Aktau,Wheat flour (first grade),94.0
2010-05-15,Aktau,Meat (beef),808.0
2010-05-15,Aktau,Oil (sunflower),314.0
2010-06-15,Nur-Sultan,Potatoes,92.0
2010-06-15,Nur-Sultan,Meat (beef),903.0
2010-06-15,Nur-Sultan,Milk,100.0
2010-06-15,Nur-Sultan,Oil (sunflower),249.0
2010-06-15,Almaty,Potatoes,90.0
2010-06-15,Almaty,Wheat flour (first grade),82.0
2010-06-15,Almaty,Meat (beef),840.0
2010-06-15,Almaty,Milk,130.0
2010-06-15,Almaty,Oil (sunflower),229.0
2010-06-15,Kostanay,Potatoes,62.0
2010-06-15,Kostanay,Meat (beef),650.0
2010-06-15,Kostanay,Milk,80.0
2010-06-15,Kostanay,Oil (sunflower),230.0
2010-06-15,Aktau,Potatoes,119.0
2010-06-15,Aktau,Wheat flour (first grade),94.0
2010-06-15,Aktau,Meat (beef),831.0
2010-06-15,Aktau,Oil (sunflower),314.0
2010-07-15,Nur-Sultan,Potatoes,87.0
2010-07-15,Nur-Sultan,Wheat flour (first grade),94.0
2010-07-15,Nur-Sultan,Meat (beef),903.0
2010-07-15,Nur-Sultan,Milk,100.0
2010-07-15,Nur-Sultan,Oil (sunflower),259.0
2010-07-15,Almaty,Potatoes,83.0
2010-07-15,Almaty,Meat (beef),844.0
2010-07-15,Almaty,Milk,128.0
2010-07-15,Almaty,Oil (sunflower),229.0
2010-07-15,Kostanay,Potatoes,62.0
2010-07-15,Kostanay,Meat (beef),650.0
2010-07-15,Kostanay,Milk,80.0
2010-07-15,Kostanay,Oil (sunflower),226.0
2010-07-15,Aktau,Potatoes,116.0
2010-07-15,Aktau,Meat (beef),831.0
2010-07-15,Aktau,Oil (sunflower),314.0
2010-08-15,Nur-Sultan,Potatoes,81.0
2010-08-15,Nur-Sultan,Meat (beef),903.0
2010-08-15,Nur-Sultan,Milk,100.0
2010-08-15,Nur-Sultan,Oil (sunflower),259.0
2010-08-15,Almaty,Potatoes,73.0
2010-08-15,Almaty,Meat (beef),866.0
2010-08-15,Almaty,Milk,128.0
2010-08-15,Almaty,Oil (sunflower),230.0
2010-08-15,Kostanay,Potatoes,60.0
2010-08-15,Kostanay,Meat (beef),650.0
2010-08-15,Kostanay,Milk,80.0
2010-08-15,Aktau,Potatoes,112.0
2010-08-15,Aktau,Wheat flour (first grade),94.0
2010-08-15,Aktau,Meat (beef),831.0
2010-08-15,Aktau,Oil (sunflower),314.0
2010-09-15,Nur-Sultan,Potatoes,73.0
2010-09-15,Nur-Sultan,Wheat flour (first grade),97.0
2010-09-15,Nur-Sultan,Meat (beef),903.0
2010-09-15,Nur-Sultan,Milk,100.0
2010-09-15,Nur-Sultan,Oil (sunflower),294.0
2010-09-15,Almaty,Potatoes,64.0
2010-09-15,Almaty,Meat (beef),870.0
2010-09-15,Almaty,Milk,124.0
2010-09-15,Almaty,Oil (sunflower),250.0
2010-09-15,Kostanay,Potatoes,60.0
2010-09-15,Kostanay,Meat (beef),650.0
2010-09-15,Kostanay,Milk,80.0
2010-09-15,Aktau,Potatoes,110.0
2010-09-15,Aktau,Wheat flour (first grade),94.0
2010-09-15,Aktau,Meat (beef),831.0
2010-09-15,Aktau,Oil (sunflower),317.0
2010-10-15,Nur-Sultan,Potatoes,91.0
2010-10-15,Nur-Sultan,Meat (beef),932.0
2010-10-15,Nur-Sultan,Milk,100.0
2010-10-15,Nur-Sultan,Oil (sunflower),294.0
2010-10-15,Almaty,Potatoes,65.0
2010-10-15,Almaty,Meat (beef),870.0
2010-10-15,Almaty,Milk,129.0
2010-10-15,Kostanay,Potatoes,62.0
2010-10-15,Kostanay,Wheat flour (first grade),55.0
2010-10-15,Kostanay,Meat (beef),650.0
2010-10-15,Kostanay,Milk,85.0
2010-10-15,Kostanay,Oil (sunflower),235.0
2010-10-15,Aktau,Potatoes,110.0
2010-10-15,Aktau,Meat (beef),857.0
2010-11-15,Nur-Sultan,Potatoes,96.0
2010-11-15,Nur-Sultan,Meat (beef),932.0
2010-11-15,Nur-Sultan,Milk,103.0
2010-11-15,Nur-Sultan,Oil (sunflower),330.0
2010-11-15,Almaty,Potatoes,76.0
2010-11-15,Almaty,Meat (beef),870.0
2010-11-15,Almaty,Milk,134.0
2010-11-15,Kostanay,Potatoes,63.0
2010-11-15,Kostanay,Meat (beef),650.0
2010-11-15,Kostanay,Milk,87.0
2010-11-15,Kostanay,Oil (sunflower),240.0
2010-11-15,Aktau,Potatoes,107.0
2010-11-15,Aktau,Wheat flour (first grade),96.0
2010-11-15,Aktau,Meat (beef),862.0
2010-12-15,Nur-Sultan,Potatoes,96.0
2010-12-15,Nur-Sultan,Meat (beef),932.0
2010-12-15,Nur-Sultan,Milk,103.0
2010-12-15,Almaty,Potatoes,83.0
2010-12-15,Almaty,Wheat flour (first grade),84.0
2010-12-15,Almaty,Meat (beef),884.0
2010-12-15,Almaty,Milk,143.0
2010-12-15,Almaty,Oil (sunflower),325.0
2010-12-15,Kostanay,Potatoes,67.0
2010-12-15,Kostanay,Wheat flour (first grade),57.0
2010-12-15,Kostanay,Meat (beef),650.0
2010-12-15,Kostanay,Oil (sunflower),265.0
2010-12-15,Aktau,Potatoes,107.0
2010-12-15,Aktau,Meat (beef),862.0
2010-12-15,Aktau,Oil (sunflower),361.0
2011-01-15,Nur-Sultan,Potatoes,137.0
2011-01-15,Nur-Sultan,Meat (beef),970.0
2011-01-15,Nur-Sultan,Milk,110.0
2011-01-15,Nur-Sultan,Oil (sunflower),341.0
2011-01-15,Almaty,Potatoes,93.0
2011-01-15,Almaty,Wheat flour (first grade),84.0
2011-01-15,Almaty,Meat (beef),897.0
2011-01-15,Almaty,Milk,146.0
2011-01-15,Almaty,Oil (sunflower),327.0
2011-01-15,Kostanay,Potatoes,75.0
2011-01-15,Kostanay,Wheat flour (first grade),57.0
2011-01-15,Kostanay,Meat (beef),680.0
2011-01-15,Kostanay,Milk,87.0
2011-01-15,Kostanay,Oil (sunflower),304.0
2011-01-15,Aktau,Potatoes,123.0
2011-01-15,Aktau,Meat (beef),997.0
2011-01-15,Aktau,Oil (sunflower),364.0
2011-02-15,Nur-Sultan,Potatoes,150.0
2011-02-15,Nur-Sultan,Meat (beef),970.0
2011-02-15,Nur-Sultan,Milk,110.0
2011-02-15,Nur-Sultan,Oil (sunflower),341.0
2011-02-15,Almaty,Potatoes,126.0
2011-02-15,Almaty,Wheat flour (first grade),88.0
2011-02-15,Almaty,Meat (beef),920.0
2011-02-15,Almaty,Milk,149.0
2011-02-15,Almaty,Oil (sunflower),327.0
2011-02-15,Kostanay,Potatoes,110.0
2011-02-15,Kostanay,Wheat flour (first grade),60.0
2011-02-15,Kostanay,Meat (beef),720.0
2011-02-15,Kostanay,Milk,90.0
2011-02-15,Kostanay,Oil (sunflower),310.0
2011-02-15,Aktau,Potatoes,125.0
2011-02-15,Aktau,Wheat flour (first grade),102.0
2011-02-15,Aktau,Meat (beef),997.0
2011-03-15,Nur-Sultan,Potatoes,115.0
2011-03-15,Nur-Sultan,Meat (beef),1101.0
2011-03-15,Nur-Sultan,Milk,115.0
2011-03-15,Nur-Sultan,Oil (sunflower),355.0
2011-03-15,Almaty,Potatoes,113.0
2011-03-15,Almaty,Wheat flour (first grade),96.0
2011-03-15,Almaty,Meat (beef),963.0
2011-03-15,Almaty,Milk,162.0
2011-03-15,Almaty,Oil (sunflower),333.0
2011-03-15,Kostanay,Potatoes,110.0
2011-03-15,Kostanay,Wheat flour (first grade),60.0
2011-03-15,Kostanay,Meat (beef),720.0
2011-03-15,Kostanay,Milk,92.0
2011-03-15,Kostanay,Oil (sunflower),310.0
2011-03-15,Aktau,Potatoes,131.0
2011-03-15,Aktau,Wheat flour (first grade),107.0
2011-03-15,Aktau,Meat (beef),1104.0
2011-03-15,Aktau,Oil (sunflower),370.0
2011-04-15,Nur-Sultan,Potatoes,116.0
2011-04-15,Nur-Sultan,Meat (beef),1110.0
2011-04-15,Nur-Sultan,Milk,120.0
2011-04-15,Nur-Sultan,Oil (sunflower),355.0
2011-04-15,Almaty,Potatoes,107.0
2011-04-15,Almaty,Wheat flour (first grade),101.0
2011-04-15,Almaty,Meat (beef),996.0
2011-04-15,Almaty,Milk,152.0
2011-04-15,Almaty,Oil (sunflower),342.0
2011-04-15,Kostanay,Potatoes,110.0
2011-04-15,Kostanay,Wheat flour (first grade),60.0
2011-04-15,Kostanay,Meat (beef),720.0
2011-04-15,Kostanay,Milk,93.0
2011-04-15,Kostanay,Oil (sunflower),310.0
2011-04-15,Aktau,Potatoes,125.0
2011-04-15,Aktau,Wheat flour (first grade),111.0
2011-04-15,Aktau,Meat (beef),1123.0
2011-05-15,Nur-Sultan,Potatoes,112.0
2011-05-15,Nur-Sultan,Meat (beef),1160.0
2011-05-15,Nur-Sultan,Milk,120.0
2011-05-15,Almaty,Potatoes,111.0
2011-05-15,Almaty,Wheat flour (first grade),101.0
2011-05-15,Almaty,Meat (beef),1005.0
2011-05-15,Almaty,Milk,143.0
2011-05-15,Almaty,Oil (sunflower),346.0
2011-05-15,Kostanay,Potatoes,110.0
2011-05-15,Kostanay,Meat (beef),730.0
2011-05-15,Kostanay,Oil (sunflower),310.0
2011-05-15,Aktau,Potatoes,126.0
2011-05-15,Aktau,Wheat flour (first grade),113.0
2011-05-15,Aktau,Meat (beef),1113.0
2011-05-15,Aktau,Oil (sunflower),376.0
2011-06-15,Nur-Sultan,Potatoes,138.0
2011-06-15,Nur-Sultan,Meat (beef),1208.0
2011-06-15,Nur-Sultan,Milk,115.0
2011-06-15,Almaty,Potatoes,132.0
2011-06-15,Almaty,Wheat flour (first grade),106.0
2011-06-15,Almaty,Meat (beef),1028.0
2011-06-15,Almaty,Milk,142.0
2011-06-15,Almaty,Oil (sunflower),350.0
2011-06-15,Kostanay,Potatoes,110.0
2011-06-15,Kostanay,Meat (beef),750.0
2011-06-15,Kostanay,Milk,93.0
2011-06-15,Kostanay,Oil (sunflower),315.0
2011-06-15,Aktau,Potatoes,133.0
2011-06-15,Aktau,Wheat flour (first grade),117.0
2011-06-15,Aktau,Meat (beef),1115.0
2011-06-15,Aktau,Oil (sunflower),378.0
2011-07-15,Nur-Sultan,Potatoes,142.0
2011-07-15,Nur-Sultan,Wheat flour (first grade),94.0
2011-07-15,Nur-Sultan,Meat (beef),1256.0
2011-07-15,Nur-Sultan,Milk,100.0
2011-07-15,Nur-Sultan,Oil (sunflower),345.0
2011-07-15,Almaty,Potatoes,118.0
2011-07-15,Almaty,Meat (beef),1100.0
2011-07-15,Almaty,Milk,141.0
2011-07-15,Almaty,Oil (sunflower),346.0
2011-07-15,Kostanay,Potatoes,110.0
2011-07-15,Kostanay,Meat (beef),765.0
2011-07-15,Kostanay,Milk,93.0
2011-07-15,Aktau,Potatoes,128.0
2011-07-15,Aktau,Wheat flour (first grade),123.0
2011-07-15,Aktau,Meat (beef),1156.0
2011-07-15,Aktau,Oil (sunflower),375.0
2011-08-15,Nur-Sultan,Potatoes,99.0
2011-08-15,Nur-Sultan,Wheat flour (first grade),94.0
2011-08-15,Nur-Sultan,Meat (beef),1281.0
2011-08-15,Nur-Sultan,Milk,100.0
2011-08-15,Nur-Sultan,Oil (sunflower),341.0
2011-08-15,Almaty,Potatoes,100.0
2011-08-15,Almaty,Meat (beef),1113.0
2011-08-15,Almaty,Milk,138.0
2011-08-15,Almaty,Oil (sunflower),339.0
2011-08-15,Kostanay,Potatoes,97.0
2011-08-15,Kostanay,Meat (beef),775.0
2011-08-15,Aktau,Potatoes,121.0
2011-08-15,Aktau,Wheat flour (first grade),123.0
2011-08-15,Aktau,Meat (beef),1186.0
2011-08-15,Aktau,Oil (sunflower),375.0
2011-09-15,Nur-Sultan,Potatoes,59.0
2011-09-15,Nur-Sultan,Meat (beef),1281.0
2011-09-15,Nur-Sultan,Milk,110.0
2011-09-15,Nur-Sultan,Oil (sunflower),341.0
2011-09-15,Almaty,Potatoes,73.0
2011-09-15,Almaty,Meat (beef),1252.0
2011-09-15,Almaty,Milk,136.0
2011-09-15,Almaty,Oil (sunflower),342.0
2011-09-15,Kostanay,Potatoes,64.0
2011-09-15,Kostanay,Wheat flour (first grade),64.0
2011-09-15,Kostanay,Meat (beef),830.0
2011-09-15,Aktau,Potatoes,113.0
2011-09-15,Aktau,Wheat flour (first grade),125.0
2011-09-15,Aktau,Meat (beef),1198.0
2011-09-15,Aktau,Oil (sunflower),380.0
2011-10-15,Nur-Sultan,Potatoes,53.0
2011-10-15,Nur-Sultan,Wheat flour (first grade),94.0
2011-10-15,Nur-Sultan,Meat (beef),1281.0
2011-10-15,Nur-Sultan,Milk,110.0
2011-10-15,Nur-Sultan,Oil (sunflower),352.0
2011-10-15,Almaty,Potatoes,66.0
2011-10-15,Almaty,Wheat flour (first grade),104.0
2011-10-15,Almaty,Meat (beef),1335.0
2011-10-15,Almaty,Milk,139.0
2011-10-15,Kostanay,Potatoes,58.0
2011-10-15,Kostanay,Meat (beef),850.0
2011-10-15,Kostanay,Milk,93.0
2011-10-15,Kostanay,Oil (sunflower),315.0
2011-10-15,Aktau,Potatoes,93.0
2011-10-15,Aktau,Wheat flour (first grade),127.0
2011-10-15,Aktau,Meat (beef),1208.0
2011-11-15,Nur-Sultan,Potatoes,60.0
2011-11-15,Nur-Sultan,Wheat flour (first grade),94.0
2011-11-15,Nur-Sultan,Meat (beef),1314.0
2011-11-15,Nur-Sultan,Milk,110.0
2011-11-15,Nur-Sultan,Oil (sunflower),336.0
2011-11-15,Almaty,Potatoes,71.0
2011-11-15,Almaty,Wheat flour (first grade),104.0
2011-11-15,Almaty,Meat (beef),1354.0
2011-11-15,Almaty,Milk,141.0
